user_id,transaction_count,transaction_value,average_transaction_value,chargeback_transactions,fraud_chargeback_transactions,high_risk_transactions,high_risk_user_flag,repeated_chargeback_user_flag,identity_anomaly_flag,kyc_rejected_transactions,chargeback_ratio,fraud_chargeback_ratio,high_risk_transaction_ratio,investigation_flag
USR32821,2,42377.04,21188.52,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR34141,2,41896.28,20948.14,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR64720,2,40906.08,20453.04,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR11862,3,40497.72,13499.24,1,1,1,False,0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
USR65475,2,39187.94,19593.97,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR82456,2,39030.93,19515.465,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR21853,2,38343.7,19171.85,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR46014,3,38043.03,19021.515,1,1,1,False,0,0.0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
USR12916,2,38015.2,19007.6,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR60144,2,37957.9,18978.95,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR33003,2,37698.68,18849.34,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR62858,3,37267.42,12422.473333333333,1,1,1,False,0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
USR52299,2,36908.17,18454.085,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR29958,2,36812.84,18406.42,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR97518,2,36295.69,18147.845,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR83115,2,36089.94,18044.97,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR53940,2,36034.17,18017.085,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR68114,2,35704.17,17852.085,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR48591,2,35063.8,17531.9,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR66485,2,34822.19,17411.095,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR51679,2,34297.87,17148.935,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR82413,2,34165.229999999996,17082.614999999998,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR63093,2,34160.57,17080.285,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR39494,2,33793.4,16896.7,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR99746,2,33777.35,16888.675,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR99049,3,33468.759999999995,11156.253333333332,1,1,1,False,0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
USR57250,3,32931.6,10977.199999999999,1,1,1,False,0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
USR11412,2,31790.39,15895.195,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR24944,2,31073.89,15536.945,1,1,1,False,0,1.0,0,0.5,0.5,0.5,1
USR64590,2,29850.449999999997,14925.224999999999,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR34009,2,29695.940000000002,14847.970000000001,1,1,1,True,0,0.0,0,0.5,0.5,0.5,1
USR32388,2,29665.18,14832.59,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR22062,2,29567.84,14783.92,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR10579,2,29373.91,14686.955,1,1,1,True,1,0.0,0,0.5,0.5,0.5,1
USR79520,2,29156.089999999997,14578.044999999998,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR83071,2,29041.18,14520.59,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR85938,2,29011.45,14505.725,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR58929,2,28767.010000000002,14383.505000000001,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR72629,3,28408.68,9469.56,1,1,1,False,0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
USR86139,2,28331.91,14165.955,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR60150,2,27625.79,13812.895,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR27725,2,27445.739999999998,13722.869999999999,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR60910,2,27304.71,13652.355,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR62250,2,27048.45,13524.225,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR96844,2,26892.29,13446.145,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR92283,2,26675.800000000003,13337.900000000001,1,1,1,False,0,1.0,0,0.5,0.5,0.5,1
USR90938,2,26162.559999999998,13081.279999999999,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR90526,2,25872.760000000002,12936.380000000001,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR41600,2,25805.84,12902.92,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR84473,2,25538.9,12769.45,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR59914,2,25535.66,12767.83,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR60294,2,25486.72,12743.36,1,1,1,False,1,1.0,0,0.5,0.5,0.5,1
USR58623,2,25453.52,12726.76,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR94536,2,25419.32,12709.66,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR43359,1,24972.63,24972.63,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR54593,1,24924.7,24924.7,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR33804,1,24908.38,24908.38,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR44800,1,24889.27,24889.27,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR85069,1,24872.75,24872.75,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR45039,2,24864.09,12432.045,1,1,1,False,0,1.0,0,0.5,0.5,0.5,1
USR39334,1,24844.39,24844.39,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR82947,1,24792.24,24792.24,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR94673,1,24641.4,24641.4,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR99277,1,24602.92,24602.92,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR51274,2,24602.39,12301.195,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR20928,1,24596.14,24596.14,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR12556,1,24551.3,24551.3,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR96000,1,24545.38,24545.38,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR48060,1,24540.45,24540.45,1,1,1,False,0,1.0,0,1.0,1.0,1.0,1
USR37297,1,24534.61,24534.61,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR30948,1,24530.0,24530.0,1,1,1,False,0,0.0,1,1.0,1.0,1.0,1
USR77709,1,24508.25,24508.25,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR57799,1,24378.11,24378.11,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR14943,1,24309.41,24309.41,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR82187,1,24306.02,24306.02,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR21423,1,24285.19,24285.19,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR72349,1,24285.16,24285.16,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR65050,1,24282.69,24282.69,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR31152,1,24237.07,24237.07,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR39123,2,24116.260000000002,12058.130000000001,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR98121,2,23969.05,11984.525,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR16956,1,23921.32,23921.32,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR45133,1,23920.8,23920.8,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR60027,1,23913.15,23913.15,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR77146,1,23891.83,23891.83,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR44510,1,23856.92,23856.92,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR57357,1,23826.63,23826.63,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR97828,1,23819.62,23819.62,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR67313,1,23706.63,23706.63,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR89777,1,23693.84,23693.84,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR55654,1,23689.65,23689.65,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR36557,1,23679.35,23679.35,1,1,1,False,0,1.0,0,1.0,1.0,1.0,1
USR47360,1,23608.86,23608.86,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR73877,1,23569.87,23569.87,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR27788,2,23534.71,11767.355,1,1,1,True,0,0.0,0,0.5,0.5,0.5,1
USR16487,1,23532.06,23532.06,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR58273,1,23518.52,23518.52,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR58404,2,23442.39,11721.195,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR45865,2,23411.8,23411.8,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR75439,1,23395.64,23395.64,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR78508,2,23367.989999999998,11683.994999999999,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR87415,1,23330.49,23330.49,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR21627,1,23322.36,23322.36,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR24058,1,23318.44,23318.44,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR71306,1,23307.35,23307.35,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR13943,1,23298.5,23298.5,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR51647,1,23232.72,23232.72,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR18613,1,23184.89,23184.89,1,1,1,True,0,0.0,0,1.0,1.0,1.0,1
USR84098,1,23155.59,23155.59,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR75374,1,23081.41,23081.41,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR73203,1,23068.15,23068.15,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR70148,1,23032.95,23032.95,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR66919,1,23025.65,23025.65,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR96335,1,23010.54,23010.54,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR10352,2,22999.199999999997,11499.599999999999,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR50378,2,22939.77,11469.885,1,1,1,False,0,1.0,0,0.5,0.5,0.5,1
USR30095,1,22934.55,22934.55,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR86671,1,22925.42,22925.42,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR21242,1,22921.41,22921.41,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR54714,1,22861.15,22861.15,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR77576,1,22807.24,22807.24,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR25987,1,22749.48,22749.48,1,1,1,False,0,0.0,1,1.0,1.0,1.0,1
USR91117,2,22744.48,11372.24,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR55862,1,22740.13,22740.13,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR13620,1,22734.91,22734.91,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR91537,1,22661.87,22661.87,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR59653,1,22628.05,22628.05,1,1,1,False,0,1.0,0,1.0,1.0,1.0,1
USR61908,1,22612.8,22612.8,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR47287,1,22590.54,22590.54,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR30575,1,22549.49,22549.49,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR33216,1,22538.13,22538.13,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR71235,1,22439.33,22439.33,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR15222,1,22389.13,22389.13,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR34672,1,22350.8,22350.8,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR49210,2,22258.83,22258.83,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR84207,1,22239.09,22239.09,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR56310,1,22228.52,22228.52,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR97123,1,22153.47,22153.47,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR27335,1,22050.87,22050.87,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR66118,1,22042.07,22042.07,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR13039,1,22031.12,22031.12,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR65690,1,21997.15,21997.15,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR10549,1,21986.64,21986.64,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR83927,2,21962.05,10981.025,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR90511,2,21956.03,10978.015,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR61673,1,21922.43,21922.43,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR15741,1,21911.97,21911.97,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR26294,1,21892.58,21892.58,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR81626,1,21761.31,21761.31,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR92468,1,21717.0,21717.0,1,1,1,False,0,1.0,1,1.0,1.0,1.0,1
USR93586,1,21691.8,21691.8,1,1,1,True,0,1.0,0,1.0,1.0,1.0,1
USR46435,1,21684.96,21684.96,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR99175,1,21661.92,21661.92,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR70000,1,21639.02,21639.02,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR81646,2,21549.26,10774.63,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR36687,2,21546.75,10773.375,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR84271,1,21535.45,21535.45,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR28531,1,21504.89,21504.89,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR62069,1,21450.22,21450.22,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR20497,1,21436.8,21436.8,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR24300,1,21425.18,21425.18,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR62513,1,21324.15,21324.15,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR68593,1,21317.28,21317.28,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR39069,1,21312.45,21312.45,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR24399,1,21241.78,21241.78,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR93518,1,21228.28,21228.28,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR78468,1,21180.46,21180.46,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR56938,1,21178.05,21178.05,1,1,1,False,0,1.0,0,1.0,1.0,1.0,1
USR36829,1,21173.71,21173.71,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR56129,1,21137.03,21137.03,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR43108,1,21129.23,21129.23,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR67624,1,21121.13,21121.13,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR85726,1,21027.28,21027.28,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR96925,1,21023.38,21023.38,1,1,1,False,0,1.0,0,1.0,1.0,1.0,1
USR73253,1,20986.81,20986.81,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR69621,1,20968.04,20968.04,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR88410,1,20903.61,20903.61,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR35430,1,20900.37,20900.37,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR65839,2,20800.22,20800.22,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR92756,2,20794.600000000002,10397.300000000001,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR27506,1,20756.27,20756.27,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR44961,1,20665.51,20665.51,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR24029,1,20486.76,20486.76,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR33246,1,20372.48,20372.48,1,1,1,False,0,1.0,0,1.0,1.0,1.0,1
USR75038,1,20371.76,20371.76,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR99558,1,20368.63,20368.63,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR36764,1,20307.87,20307.87,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR52186,1,20302.71,20302.71,1,1,1,True,0,0.0,0,1.0,1.0,1.0,1
USR82790,1,20254.73,20254.73,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR18589,1,20251.37,20251.37,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR44850,1,20227.5,20227.5,1,1,1,False,0,0.0,1,1.0,1.0,1.0,1
USR84133,1,20205.84,20205.84,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR58773,3,20172.08,6724.026666666668,1,1,1,False,0,1.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
USR38257,2,20169.32,10084.66,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR10317,1,20149.58,20149.58,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR98871,1,20129.93,20129.93,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR56990,2,20099.18,10049.59,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR26557,1,20095.76,20095.76,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR82159,1,20080.07,20080.07,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR83755,1,20066.62,20066.62,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR24202,1,19965.91,19965.91,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR12180,2,19909.54,19909.54,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR46861,1,19857.32,19857.32,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR86121,1,19826.63,19826.63,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR97864,1,19785.9,19785.9,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR36504,1,19770.17,19770.17,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR19015,1,19743.94,19743.94,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR82580,1,19735.18,19735.18,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR23004,1,19676.05,19676.05,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR94651,2,19640.06,9820.03,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR30222,1,19521.83,19521.83,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR91276,1,19515.24,19515.24,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR43735,1,19497.67,19497.67,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR72274,1,19466.64,19466.64,1,1,1,False,0,1.0,0,1.0,1.0,1.0,1
USR60961,1,19392.54,19392.54,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR95032,1,19364.19,19364.19,1,1,1,False,0,1.0,0,1.0,1.0,1.0,1
USR17917,1,19352.04,19352.04,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR45677,1,19351.28,19351.28,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR28121,1,19308.28,19308.28,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR29842,1,19092.63,19092.63,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR23412,1,19081.73,19081.73,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR25095,2,19071.95,9535.975,1,1,1,False,0,0.0,0,0.5,0.5,0.5,1
USR35220,1,19030.15,19030.15,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR49932,1,19027.16,19027.16,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR84276,1,19024.68,19024.68,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR14076,1,18970.3,18970.3,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR45332,1,18927.3,18927.3,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR26578,1,18820.65,18820.65,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR87038,1,18806.35,18806.35,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR36873,1,18734.39,18734.39,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR31388,1,18730.4,18730.4,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR33979,1,18726.59,18726.59,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR41508,3,18721.47,6240.490000000001,1,1,1,False,0,0.0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
USR58940,1,18718.64,18718.64,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR50732,1,18641.74,18641.74,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR70794,1,18557.6,18557.6,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR12900,1,18522.09,18522.09,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR40258,1,18489.34,18489.34,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR44228,1,18466.27,18466.27,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR84511,1,18442.9,18442.9,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR79576,1,18350.67,18350.67,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR15528,1,18320.15,18320.15,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR62985,1,18271.75,18271.75,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR32079,1,18268.96,18268.96,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR22019,2,18267.47,9133.735,1,1,1,False,0,1.0,0,0.5,0.5,0.5,1
USR80974,1,18238.81,18238.81,1,1,1,False,1,0.0,0,1.0,1.0,1.0,1
USR12596,1,18198.36,18198.36,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR44917,2,18195.800000000003,9097.900000000001,1,1,1,False,1,0.0,0,0.5,0.5,0.5,1
USR68828,1,18187.66,18187.66,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR93634,1,18137.04,18137.04,1,1,1,False,1,1.0,1,1.0,1.0,1.0,1
USR17004,1,18120.49,18120.49,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR46174,1,18078.63,18078.63,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR14312,1,18043.52,18043.52,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
USR97573,1,18027.75,18027.75,1,1,1,False,0,0.0,0,1.0,1.0,1.0,1
