txn_id,timestamp,user_id,merchant_id,merchant_name,merchant_category_final,amount_numeric,status_clean,fraud_risk_score,fraud_risk_band,investigation_priority,risk_reasons,chargeback_flag,fraud_chargeback_flag,strong_identity_anomaly_flag,repeated_chargeback_user_flag,high_chargeback_merchant_flag,high_risk_user_flag,kyc_rejected_transaction_flag,velocity_anomaly_flag,high_value_transaction_flag,merchant_status_risk_flag,kyc_status,risk_segment,merchant_status,kyc_match_flag,merchant_match_flag,recommended_action
TXN00017396,2026-02-13 07:37:22,USR96000,MCH9309,,,24545.38,SUCCESS,48.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, High-Value Transaction",True,True,0.0,0,0,False,False,0,True,False,,,,False,False,Review transaction and chargeback evidence
TXN00015644,2026-03-24 00:00:00,USR49902,MCH3193,,,7218.57,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00001120,2026-02-23 21:39:15,USR52109,MCH1347,D’ALIA GROUP,HOTEL_LODGING,3246.58,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,Enabled,False,True,Review transaction and chargeback evidence
TXN00018300,2026-01-01 21:15:04,USR50732,MCH6688,,,18641.74,SUCCESS,50.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Velocity Anomaly",True,True,0.0,0,0,False,False,1,False,False,APPROVED,LOW,,True,False,Review transaction and chargeback evidence
TXN00012053,2026-03-01 00:18:54,USR76930,MCH8292,,,16262.64,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00008604,2026-01-06 10:18:33,USR70093,MCH4078,,,3875.57,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00017504,2026-01-17 14:47:04,USR98841,MCH4476,Parikh Group,MEDICAL,1927.72,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,VERIFIED,LOW,Enabled,True,True,Review transaction and chargeback evidence
TXN00003088,2026-02-15 16:32:48,USR24770,MCH7024,gandhi-kunda,BOOKS,394.72,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,APPROVED,UNKNOWN,Active,True,True,Review transaction and chargeback evidence
TXN00001257,2026-03-16 01:18:22,USR59873,MCH5921,,,5021.11,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00018113,2026-03-16 10:42:10,USR45276,MCH7559,,,1172.5,SUCCESS,50.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Velocity Anomaly",True,True,0.0,0,0,False,False,1,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00003383,2026-03-23 04:29:40,USR91295,MCH5826,,,788.42,FAILED,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00000414,2026-03-13 10:23:30,USR58404,MCH7447,,,14340.21,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00001983,2026-11-02 18:26:13,USR52842,MCH8387,,,11460.09,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00009106,2026-03-11 17:56:03,USR87136,MCH1079,Sharaf and Sons,MOBILE RECHARGE,7289.43,SUCCESS,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, High-Chargeback Merchant",True,True,0.0,0,1,False,False,0,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00005004,2026-02-25 17:18:45,USR12153,MCH2674,nair llc,TRANSPORT,8506.71,PENDING,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,I,False,True,Review transaction and chargeback evidence
TXN00013593,2026-02-27 12:41:48,USR96335,MCH2045,Nadig-Bal,APPAREL,23010.54,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00005174,2026-01-11 06:12:01,USR86108,MCH8892,,,870.44,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00004276,2026-03-18 18:30:47,USR30865,MCH7575,,,,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,VERIFIED,MEDIUM,,True,False,Review transaction and chargeback evidence
TXN00008467,2026-03-02 17:06:46,USR33886,MCH6907,Dhillon-Sama,FOOD_SERVICES,10925.06,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00012720,2026-02-18 21:11:27,USR30959,MCH1744,"Mani, Tara and Mane",TRAVEL,1470.19,SUCCESS,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, High-Chargeback Merchant",True,True,0.0,0,1,False,False,0,False,False,,,Closed,False,True,Review transaction and chargeback evidence
TXN00007439,2026-05-03 00:49:10,USR56890,MCH2429,,,6997.24,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00013813,2026-01-29 05:05:29,USR26668,MCH4809,  Viswanathan PLC  ,HOTEL_LODGING,7819.51,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,Enabled,False,True,Review transaction and chargeback evidence
TXN00016378,2026-02-21 12:06:34,USR52359,MCH8586,,,12047.38,SUCCESS,50.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, High-Risk User",True,True,0.0,0,0,True,False,0,False,False,VERIFIED,HIGH,,True,False,Review transaction and chargeback evidence
TXN00001173,2026-03-15 19:24:46,USR66485,MCH1171,Sampath-Shroff,MEDICAL_STORE,15799.02,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,Live,False,True,Review transaction and chargeback evidence
TXN00011615,2026-01-17 11:36:51,USR59260,MCH7305,Iyer-Nagi,APPAREL,634.85,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00006391,2026-03-19 08:56:01,USR65869,MCH3249,,,2212.67,PENDING,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00013042,2026-01-26 14:27:03,USR90938,MCH8960,,,16031.58,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,VERIFIED,MEDIUM,,True,False,Review transaction and chargeback evidence
TXN00004350,2026-10-01 11:28:41,USR69311,MCH9522,,,,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00007204,2026-01-29 06:04:37,USR86397,MCH8225,Bedi-Date,OTHER,2824.1,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,VERIFIED,MEDIUM,A,True,True,Review transaction and chargeback evidence
TXN00003861,2026-03-05 13:20:49,USR99558,MCH1882,kamdar-banik,FOOD_SERVICES,20368.63,SUCCESS,57.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Repeated User Chargebacks, Risky Merchant Status",True,True,0.0,1,0,False,False,0,False,True,,,Inactive,False,True,Review transaction and chargeback evidence
TXN00003119,2026-03-22 03:06:53,USR52907,MCH7013,"Menon, Bahri and Pal",HOTEL_LODGING,6216.92,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,Enabled,False,True,Review transaction and chargeback evidence
TXN00015831,2026-01-04 01:38:54,USR62985,MCH6765,Handa PLC,PHARMACY,18271.75,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00008909,2026-03-05 17:07:50,USR20637,MCH4243,"Ramesh, Venkatesh and Ravel",RETAIL,13847.67,SUCCESS,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, High-Chargeback Merchant",True,True,0.0,0,1,False,False,0,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00016644,2026-01-16 19:15:33,USR57092,MCH3557,,,12337.41,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00006922,2026-02-01 02:22:58,USR30469,MCH3587,  Sagar-Raval  ,HOTEL_LODGING,1221.12,SUCCESS,65.0,CRITICAL,P1 - Immediate Review,"Fraud/Unauthorized Chargeback, Chargeback, Repeated User Chargebacks, High-Chargeback Merchant",True,True,0.0,1,1,False,False,0,False,False,,,Enabled,False,True,Immediate fraud investigation
TXN00008788,2026-02-15 03:26:14,USR77359,MCH5753,Zachariah-Rai,FOOD_SERVICES,-18308.63,FAIL,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,UNKNOWN,LOW,Enabled,True,True,Review transaction and chargeback evidence
TXN00015397,2026-03-29 03:33:53,USR58187,MCH2275,,,9132.62,SUCCESS,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Repeated User Chargebacks",True,True,0.0,1,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00008538,2026-01-30 03:49:43,USR18442,MCH6676,Balakrishnan-Baral,TRANSPORT,22190.2,SUCCESS,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Repeated User Chargebacks",True,True,0.0,1,0,False,False,0,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00019209,2026-01-29 20:52:20,USR42648,MCH4243,"Ramesh, Venkatesh and Ravel",RETAIL,10555.01,SUCCESS,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, High-Chargeback Merchant",True,True,0.0,0,1,False,False,0,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00010097,2026-01-19 00:00:00,USR59241,MCH5066,,,14732.08,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00018041,2026-01-29 05:37:04,USR59914,MCH5940,,,13682.41,FAIL,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00012392,2026-02-13 05:57:21,USR58273,MCH7726,Modi Ltd,DEPARTMENT STORE,23518.52,SUCCESS,50.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Velocity Anomaly",True,True,0.0,0,0,False,False,1,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00011390,2026-03-23 15:52:55,USR42908,MCH6484,,,10177.91,PENDING,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,APPROVED,MEDIUM,,True,False,Review transaction and chargeback evidence
TXN00007495,2026-03-20 02:07:29,USR81646,MCH3404,,,21529.23,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00007668,2026-03-27 01:29:28,USR32925,MCH4783,,,17323.1,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,VERIFIED,MEDIUM,,True,False,Review transaction and chargeback evidence
TXN00017102,2026-03-20 05:48:52,USR24399,MCH5085,,,21241.78,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00013111,2026-02-17 10:58:18,USR94688,MCH7663,,,,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00004153,2026-01-27 02:37:35,USR46144,MCH9645,,,17806.3,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00003581,2026-02-22 13:00:08,USR57411,MCH9539,,,12084.69,SUCCESS,50.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, KYC Rejected/Failed",True,True,0.0,0,0,False,True,0,False,False,REJECTED,LOW,,True,False,Review transaction and chargeback evidence
TXN00009947,2026-03-24 16:00:40,USR58522,MCH5097,SATHE INC,DEPARTMENT STORE,8278.87,SUCCESS,65.0,CRITICAL,P1 - Immediate Review,"Fraud/Unauthorized Chargeback, Chargeback, Repeated User Chargebacks, High-Chargeback Merchant",True,True,0.0,1,1,False,False,0,False,False,VERIFIED,LOW,ACTIVE,True,True,Immediate fraud investigation
TXN00003234,2026-03-26 17:48:45,USR96324,MCH4464,,,1452.73,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00007982,2026-01-03 05:49:46,USR92756,MCH7006,,,5283.06,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00001423,2026-02-12 12:53:04,USR27263,MCH4001,,,1048.91,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00009538,2026-01-07 22:00:28,USR95032,MCH7014,,,19364.19,SUCCESS,60.0,CRITICAL,P1 - Immediate Review,"Fraud/Unauthorized Chargeback, Chargeback, Identity Anomaly",True,True,1.0,0,0,False,False,0,False,False,APPROVED,MEDIUM,,True,False,Immediate fraud investigation
TXN00011307,2026-03-24 03:00:00,USR44510,MCH2111,Dubey-Oommen,HOTEL_LODGING,23856.92,SUCCESS,48.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, High-Value Transaction",True,True,0.0,0,0,False,False,0,True,False,VERIFIED,LOW,Live,True,True,Review transaction and chargeback evidence
TXN00010745,2026-03-05 00:22:08,USR25313,MCH6239,"MAJUMDAR, LANKA AND SEHGAL",BOOKS,11294.14,SUCCESS,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, High-Risk User, Velocity Anomaly",True,True,0.0,0,0,True,False,1,False,False,VERIFIED,HIGH,Active,True,True,Review transaction and chargeback evidence
TXN00009850,2026-03-11 03:22:59,USR64484,MCH7145,Ratti and Sons,GROCERY,12599.3,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,Active,False,True,Review transaction and chargeback evidence
TXN00009068,2026-02-15 00:00:00,USR37344,MCH7472,,,12630.65,FAILED,65.0,CRITICAL,P1 - Immediate Review,"Fraud/Unauthorized Chargeback, Chargeback, Identity Anomaly, KYC Rejected/Failed",True,True,1.0,0,0,False,True,0,False,False,REJECTED,LOW,,True,False,Immediate fraud investigation
TXN00019856,2026-03-16 11:12:48,USR68953,MCH9072,,,19902.97,SUCCESS,60.0,CRITICAL,P1 - Immediate Review,"Fraud/Unauthorized Chargeback, Chargeback, Repeated User Chargebacks, Velocity Anomaly",True,True,0.0,1,0,False,False,1,False,False,,,,False,False,Immediate fraud investigation
TXN00006427,2026-03-28 04:14:37,USR55654,MCH4349,Atwal-Sura,BOOKS,23689.65,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00014090,2026-01-19 05:42:51,USR89731,MCH1183,Rajan LLC,FOOD_SERVICES,13535.1,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,Active,False,True,Review transaction and chargeback evidence
TXN00018414,2026-03-09 20:08:56,USR20928,MCH4679,,,24596.14,SUCCESS,48.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, High-Value Transaction",True,True,0.0,0,0,False,False,0,True,False,APPROVED,MEDIUM,,True,False,Review transaction and chargeback evidence
TXN00008654,2026-02-08 06:50:16,USR93519,MCH2073,,,,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,VERIFIED,LOW,,True,False,Review transaction and chargeback evidence
TXN00016753,2026-01-03 06:18:19,USR96135,MCH5390,"Choudhry, Dube and Morar",TRANSPORT,4838.97,SUCCESS,50.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Velocity Anomaly",True,True,0.0,0,0,False,False,1,False,False,,,Live,False,True,Review transaction and chargeback evidence
TXN00005500,2026-01-14 15:43:22,USR94414,MCH4418,,,15796.74,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00013632,2026-03-17 23:41:52,USR36176,MCH5287,Sachdeva PLC,TRAVEL,3018.37,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,ACTIVE,False,True,Review transaction and chargeback evidence
TXN00016400,2026-01-26 18:25:44,USR65826,MCH4243,"Ramesh, Venkatesh and Ravel",RETAIL,23774.69,SUCCESS,43.0,HIGH,P3 - Review,"Chargeback, Identity Anomaly, High-Chargeback Merchant, High-Value Transaction",True,False,1.0,0,1,False,False,0,True,False,PENDING,LOW,A,True,True,Review KYC and identity records
TXN00002822,2026-01-12 00:21:15,USR72065,MCH5025,,,5724.63,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00012990,2026-02-27 19:43:46,USR41164,MCH7951,Peri Group,HOTEL_LODGING,626.15,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,A,False,True,Review transaction and chargeback evidence
TXN00004070,2026-03-03 13:36:48,USR36829,MCH1508,,,21173.71,SUCCESS,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, High-Chargeback Merchant",True,True,0.0,0,1,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00019042,2026-03-23 04:02:31,USR78840,MCH5825,Bhardwaj-Sachdeva,STATIONERY,8264.89,PROCESSING,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,Live,False,True,Review transaction and chargeback evidence
TXN00005755,2026-02-27 01:09:05,USR48591,MCH2143,,,22755.8,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00011027,2026-03-12 16:21:52,USR91166,MCH2247,,,3743.12,SUCCESS,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Repeated User Chargebacks",True,True,0.0,1,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00016469,2026-03-17 09:35:30,USR80974,MCH4316,,,18238.81,SUCCESS,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Repeated User Chargebacks",True,True,0.0,1,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00008092,2026-01-30 02:08:35,USR60910,MCH3469,Ha1der-Bains,TELECOM,11088.57,SUCCESS,50.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Velocity Anomaly",True,True,0.0,0,0,False,False,1,False,False,,,ACTIVE,False,True,Review transaction and chargeback evidence
TXN00019626,2026-01-20 16:14:51,USR22190,MCH4052,Bal-Choudhary,FOOD_SERVICES,,SUCCESS,60.0,CRITICAL,P1 - Immediate Review,"Fraud/Unauthorized Chargeback, Chargeback, Identity Anomaly",True,True,1.0,0,0,False,False,0,False,False,VERIFIED,LOW,Enabled,True,True,Immediate fraud investigation
TXN00001903,2026-03-19 12:40:19,USR49932,MCH2527,,,19027.16,FAILED,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00008599,2026-03-20 11:34:17,USR39494,MCH2262,,,13017.81,FAILED,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,,False,False,Review transaction and chargeback evidence
TXN00005222,2026-02-23 23:27:58,USR99304,MCH3442,Kuruvilla Ltd,GROCERY,,DECLINED,55.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback, Repeated User Chargebacks",True,True,0.0,1,0,False,False,0,False,False,,,Disabled,False,True,Review transaction and chargeback evidence
TXN00005988,2026-02-16 18:31:54,USR71306,MCH9778,"chandra, subramanian and borde",BOOKS,23307.35,SUCCESS,45.0,HIGH,P2 - High Priority,"Fraud/Unauthorized Chargeback, Chargeback",True,True,0.0,0,0,False,False,0,False,False,,,Enabled,False,True,Review transaction and chargeback evidence
