txn_id,user_id,merchant_id,amount_numeric,fraud_risk_score,fraud_risk_band,fraud_chargeback_flag,chargeback_flag,strong_identity_anomaly_flag,repeated_chargeback_user_flag,high_chargeback_merchant_flag,component_id
TXN00000501,USR89249,MCH6141,17457.06,0.0,LOW,False,False,0.0,0,0,91
TXN00015867,USR22510,MCH1710,19999.28,0.0,LOW,False,False,0.0,0,0,92
TXN00009000,USR50781,MCH4452,23299.28,5.0,LOW,False,False,0.0,0,0,93
TXN00015273,USR68103,MCH9191,9060.1,0.0,LOW,False,False,0.0,0,0,94
TXN00014299,USR65210,MCH2827,12535.81,0.0,LOW,False,False,0.0,0,0,95
TXN00003270,USR15604,MCH4643,17218.9,0.0,LOW,False,False,0.0,0,0,96
TXN00001731,USR32551,MCH1513,7663.28,0.0,LOW,False,False,0.0,0,0,97
TXN00010729,USR15670,MCH7869,4434.27,0.0,LOW,False,False,0.0,0,0,98
TXN00016379,USR33003,MCH4564,13236.1,0.0,LOW,False,False,0.0,0,0,99
TXN00019886,USR63295,MCH8082,13247.83,0.0,LOW,False,False,0.0,0,0,100
TXN00013446,USR65132,MCH2804,22208.81,0.0,LOW,False,False,0.0,0,0,101
TXN00019919,USR28532,MCH4744,21787.59,0.0,LOW,False,False,0.0,0,0,102
TXN00015848,USR47788,MCH8306,,0.0,LOW,False,False,0.0,0,0,103
TXN00012409,USR21890,MCH6790,24277.1,3.0,LOW,False,False,0.0,0,0,104
TXN00004601,USR12389,MCH1015,-4973.8,0.0,LOW,False,False,0.0,0,0,105
TXN00001022,USR50138,MCH1795,7440.75,15.0,LOW,False,False,1.0,0,0,106
TXN00003957,USR20098,MCH1501,23162.33,5.0,LOW,False,False,0.0,0,0,107
TXN00005885,USR17338,MCH5199,12009.79,0.0,LOW,False,False,0.0,0,0,108
TXN00003161,USR25738,MCH5735,11103.55,0.0,LOW,False,False,0.0,0,0,109
TXN00003183,USR83823,MCH6677,7752.07,0.0,LOW,False,False,0.0,0,0,110
TXN00005958,USR27388,MCH3069,9224.44,15.0,LOW,False,False,1.0,0,0,111
TXN00018600,USR52027,MCH9778,6989.39,0.0,LOW,False,False,0.0,0,0,112
TXN00011473,USR28894,MCH8529,24964.02,3.0,LOW,False,False,0.0,0,0,113
TXN00009867,USR30052,MCH1367,10701.31,15.0,LOW,False,True,0.0,0,0,114
TXN00018096,USR49422,MCH2628,13326.81,0.0,LOW,False,False,0.0,0,0,115
TXN00017701,USR36315,MCH4921,19623.08,5.0,LOW,False,False,0.0,0,0,116
TXN00006531,USR58010,MCH1941,13869.97,0.0,LOW,False,False,0.0,0,0,117
TXN00009761,USR26470,MCH3240,23132.36,0.0,LOW,False,False,0.0,0,0,118
TXN00003245,USR62662,MCH6418,17556.63,0.0,LOW,False,False,0.0,0,0,119
TXN00006562,USR64443,MCH7071,8094.88,5.0,LOW,False,False,0.0,0,0,120
TXN00002254,USR94428,MCH8149,20733.88,0.0,LOW,False,False,0.0,0,0,121
TXN00016290,USR21325,MCH5558,442.18,0.0,LOW,False,False,0.0,0,0,122
TXN00016796,USR80985,MCH6805,3687.47,0.0,LOW,False,False,0.0,0,0,123
TXN00010765,USR94871,MCH6302,,0.0,LOW,False,False,0.0,0,0,124
TXN00019503,USR41382,MCH4223,15791.16,15.0,LOW,False,True,0.0,0,0,125
TXN00014716,USR49876,MCH2050,3366.08,0.0,LOW,False,False,0.0,0,0,126
TXN00006256,USR14015,MCH6029,13751.42,0.0,LOW,False,False,0.0,0,0,127
TXN00004895,USR47645,MCH2661,9676.31,0.0,LOW,False,False,0.0,0,0,128
TXN00013615,USR55054,MCH5778,12236.91,0.0,LOW,False,False,0.0,0,0,129
TXN00004390,USR82367,MCH2471,,15.0,LOW,False,False,1.0,0,0,130
TXN00013135,USR62232,MCH5820,16348.45,5.0,LOW,False,False,0.0,0,0,131
TXN00007764,USR45173,MCH9008,17835.91,15.0,LOW,False,True,0.0,0,0,132
TXN00006741,USR97470,MCH8566,,0.0,LOW,False,False,0.0,0,0,133
TXN00005667,USR82683,MCH4954,,0.0,LOW,False,False,0.0,0,0,134
TXN00002573,USR45426,MCH7628,8044.18,0.0,LOW,False,False,0.0,0,0,135
TXN00008388,USR33183,MCH3234,8337.71,0.0,LOW,False,False,0.0,0,0,136
TXN00001918,USR86997,MCH8289,14830.18,5.0,LOW,False,False,0.0,0,0,137
TXN00006890,USR18653,MCH5002,12754.53,0.0,LOW,False,False,0.0,0,0,138
TXN00001877,USR68781,MCH7697,14762.79,10.0,LOW,False,False,0.0,0,1,139
TXN00012941,USR45922,MCH7221,7072.81,0.0,LOW,False,False,0.0,0,0,2
TXN00001855,USR51089,MCH4135,22973.97,0.0,LOW,False,False,0.0,0,0,140
TXN00007710,USR26757,MCH2527,21021.22,0.0,LOW,False,False,0.0,0,0,68
TXN00008290,USR27847,MCH7236,12764.71,0.0,LOW,False,False,0.0,0,0,141
TXN00006772,USR94267,MCH2968,21751.92,0.0,LOW,False,False,0.0,0,0,142
TXN00007152,USR89803,MCH5051,2607.94,0.0,LOW,False,False,0.0,0,0,143
TXN00019159,USR91934,MCH3192,3235.55,0.0,LOW,False,False,0.0,0,0,144
TXN00018877,USR94279,MCH4458,2633.71,20.0,MEDIUM,False,True,0.0,0,0,145
TXN00013932,USR12186,MCH9903,22356.76,0.0,LOW,False,False,0.0,0,0,146
TXN00011036,USR58619,MCH4195,23630.29,0.0,LOW,False,False,0.0,0,0,147
TXN00002210,USR25650,MCH7633,22770.15,0.0,LOW,False,False,0.0,0,0,148
TXN00013949,USR52890,MCH8297,13314.64,0.0,LOW,False,False,0.0,0,0,149
TXN00010462,USR74619,MCH7994,13136.01,45.0,HIGH,True,True,0.0,0,0,150
TXN00006278,USR34338,MCH9625,9120.52,15.0,LOW,False,False,1.0,0,0,151
TXN00003871,USR42606,MCH9293,9887.53,0.0,LOW,False,False,0.0,0,0,152
TXN00001361,USR32248,MCH6292,22809.96,0.0,LOW,False,False,0.0,0,0,153
TXN00009946,USR94116,MCH6420,6344.99,0.0,LOW,False,False,0.0,0,0,154
TXN00014956,USR56846,MCH6762,,5.0,LOW,False,False,0.0,0,0,155
TXN00019328,USR44178,MCH2650,13654.39,2.0,LOW,False,False,0.0,0,0,28
TXN00006743,USR56840,MCH9043,14258.98,15.0,LOW,False,True,0.0,0,0,156
TXN00016890,USR71010,MCH6947,5759.97,15.0,LOW,False,True,0.0,0,0,157
TXN00002944,USR16871,MCH1543,17863.46,0.0,LOW,False,False,0.0,0,0,158
TXN00015833,USR16919,MCH6172,11314.83,0.0,LOW,False,False,0.0,0,0,159
TXN00007043,USR63554,MCH6856,16154.71,0.0,LOW,False,False,0.0,0,0,160
TXN00000544,USR55398,MCH3702,,5.0,LOW,False,False,0.0,0,0,161
TXN00013082,USR51796,MCH6558,4249.83,15.0,LOW,False,False,1.0,0,0,162
TXN00018606,USR79348,MCH3891,,0.0,LOW,False,False,0.0,0,0,163
TXN00008708,USR70734,MCH8795,,0.0,LOW,False,False,0.0,0,0,164
TXN00001416,USR70574,MCH6009,23415.78,0.0,LOW,False,False,0.0,0,0,16
TXN00015801,USR15942,MCH8224,-12354.43,0.0,LOW,False,False,0.0,0,0,165
TXN00006868,USR99527,MCH3029,4499.48,0.0,LOW,False,False,0.0,0,0,166
TXN00014400,USR52163,MCH9650,1310.79,15.0,LOW,False,False,1.0,0,0,167
TXN00003793,USR38819,MCH2865,,0.0,LOW,False,False,0.0,0,0,168
TXN00013122,USR32938,MCH8037,1094.48,0.0,LOW,False,False,0.0,0,0,169
TXN00019973,USR54512,MCH6087,13754.22,0.0,LOW,False,False,0.0,0,0,170
TXN00005733,USR57996,MCH4311,16398.96,0.0,LOW,False,False,0.0,0,0,171
TXN00000857,USR36546,MCH1993,,0.0,LOW,False,False,0.0,0,0,172
TXN00009229,USR51915,MCH1115,9604.88,15.0,LOW,False,True,0.0,0,0,173
TXN00003956,USR88988,MCH4530,21711.55,0.0,LOW,False,False,0.0,0,0,174
TXN00011166,USR65914,MCH8645,13353.57,0.0,LOW,False,False,0.0,0,0,175
TXN00013458,USR94809,MCH7835,2813.91,0.0,LOW,False,False,0.0,0,0,176
TXN00003868,USR56303,MCH9976,16898.81,0.0,LOW,False,False,0.0,0,0,177
TXN00017467,USR39328,MCH7149,10552.24,0.0,LOW,False,False,0.0,0,0,178
TXN00008285,USR57543,MCH3324,14699.01,2.0,LOW,False,False,0.0,0,0,179
TXN00008746,USR67216,MCH3964,12623.44,0.0,LOW,False,False,0.0,0,0,180
TXN00011933,USR64876,MCH4498,1946.37,0.0,LOW,False,False,0.0,0,0,181
TXN00014949,USR78291,MCH7524,11307.82,0.0,LOW,False,False,0.0,0,0,182
TXN00019507,USR28132,MCH9557,20109.29,0.0,LOW,False,False,0.0,0,0,183
TXN00000798,USR48316,MCH4566,14132.68,0.0,LOW,False,False,0.0,0,0,184
TXN00013748,USR38173,MCH9279,16963.88,0.0,LOW,False,False,0.0,0,0,185
TXN00000530,USR70377,MCH5425,,2.0,LOW,False,False,0.0,0,0,186
TXN00003403,USR41637,MCH9494,24972.33,18.0,LOW,False,True,0.0,0,0,187
TXN00012335,USR99474,MCH5091,8571.54,0.0,LOW,False,False,0.0,0,0,24
TXN00014868,USR16484,MCH9796,10373.11,20.0,MEDIUM,False,True,0.0,0,0,188
TXN00003031,USR47963,MCH9107,4982.81,0.0,LOW,False,False,0.0,0,0,189
TXN00013835,USR27680,MCH6609,9897.21,0.0,LOW,False,False,0.0,0,0,190
TXN00009208,USR29988,MCH6674,-17176.94,0.0,LOW,False,False,0.0,0,0,191
TXN00001523,USR59082,MCH2986,8797.05,0.0,LOW,False,False,0.0,0,0,192
TXN00002663,USR81040,MCH7159,5401.36,0.0,LOW,False,False,0.0,0,0,193
TXN00000531,USR87059,MCH2398,20324.4,0.0,LOW,False,False,0.0,0,0,194
TXN00003077,USR47405,MCH7343,23668.88,0.0,LOW,False,False,0.0,0,0,195
TXN00016976,USR93330,MCH3309,16233.24,0.0,LOW,False,False,0.0,0,0,196
TXN00016462,USR68337,MCH9483,20947.26,15.0,LOW,False,False,1.0,0,0,197
TXN00014952,USR27405,MCH2020,3757.93,7.0,LOW,False,False,0.0,0,0,68
TXN00005031,USR63626,MCH8980,7576.35,5.0,LOW,False,False,0.0,0,0,198
TXN00014087,USR64203,MCH4836,18696.65,15.0,LOW,False,True,0.0,0,0,199
TXN00001325,USR90944,MCH5397,,0.0,LOW,False,False,0.0,0,0,200
TXN00000907,USR51793,MCH2723,20437.91,0.0,LOW,False,False,0.0,0,0,201
TXN00009560,USR98095,MCH9123,14674.64,0.0,LOW,False,False,0.0,0,0,202
TXN00004051,USR93683,MCH5146,,0.0,LOW,False,False,0.0,0,0,203
TXN00011991,USR60047,MCH8389,2520.01,2.0,LOW,False,False,0.0,0,0,204
TXN00003495,USR18542,MCH9853,16479.54,15.0,LOW,False,True,0.0,0,0,205
TXN00006619,USR38189,MCH4170,12547.46,0.0,LOW,False,False,0.0,0,0,206
TXN00015809,USR49477,MCH4197,22148.21,0.0,LOW,False,False,0.0,0,0,207
TXN00011540,USR70475,MCH2093,17706.6,0.0,LOW,False,False,0.0,0,0,208
TXN00001642,USR76561,MCH8265,21052.41,15.0,LOW,False,False,1.0,0,0,209
TXN00015355,USR64233,MCH2637,9539.58,0.0,LOW,False,False,0.0,0,0,210
TXN00000132,USR43994,MCH5882,5560.47,45.0,HIGH,True,True,0.0,0,0,211
TXN00006320,USR23398,MCH4711,742.19,0.0,LOW,False,False,0.0,0,0,212
TXN00008066,USR90493,MCH4816,381.25,0.0,LOW,False,False,0.0,0,0,213
TXN00014075,USR74668,MCH7301,3660.81,0.0,LOW,False,False,0.0,0,0,214
TXN00015127,USR89478,MCH1683,16012.28,0.0,LOW,False,False,0.0,0,0,25
TXN00013146,USR72549,MCH3572,18171.25,0.0,LOW,False,False,0.0,0,0,215
TXN00003904,USR30722,MCH2232,6286.72,0.0,LOW,False,False,0.0,0,0,216
TXN00018925,USR26208,MCH6036,,5.0,LOW,False,False,0.0,0,0,217
TXN00006959,USR30787,MCH8975,17568.71,0.0,LOW,False,False,0.0,0,0,218
TXN00019885,USR28528,MCH5078,15098.98,15.0,LOW,False,True,0.0,0,0,219
TXN00002539,USR13072,MCH5845,18838.16,0.0,LOW,False,False,0.0,0,0,220
TXN00019835,USR48760,MCH8851,7974.41,0.0,LOW,False,False,0.0,0,0,143
TXN00001073,USR42747,MCH6341,1061.91,0.0,LOW,False,False,0.0,0,0,221
TXN00014693,USR64285,MCH1254,20181.42,0.0,LOW,False,False,0.0,0,0,222
TXN00004735,USR96232,MCH8250,10769.09,15.0,LOW,False,False,1.0,0,0,223
TXN00018314,USR23101,MCH4314,5344.1,15.0,LOW,False,True,0.0,0,0,224
TXN00004606,USR29111,MCH6085,22425.91,0.0,LOW,False,False,0.0,0,0,225
TXN00016468,USR63631,MCH8086,4240.46,0.0,LOW,False,False,0.0,0,0,226
TXN00011198,USR76801,MCH8845,8184.02,0.0,LOW,False,False,0.0,0,0,227
TXN00000741,USR26260,MCH2132,11572.37,0.0,LOW,False,False,0.0,0,0,228
TXN00007621,USR50729,MCH1149,21527.22,15.0,LOW,False,False,1.0,0,0,229
TXN00016121,USR67936,MCH6815,20754.62,5.0,LOW,False,False,0.0,0,0,230
TXN00001724,USR37443,MCH5752,2535.13,0.0,LOW,False,False,0.0,0,0,229
TXN00017221,USR89331,MCH4765,777.87,0.0,LOW,False,False,0.0,0,0,231
TXN00009558,USR14047,MCH4512,12623.81,0.0,LOW,False,False,0.0,0,0,232
TXN00008183,USR44900,MCH5247,1734.06,0.0,LOW,False,False,0.0,0,0,233
TXN00009034,USR75471,MCH7485,20833.52,0.0,LOW,False,False,0.0,0,0,234
TXN00014018,USR31412,MCH2709,492.42,0.0,LOW,False,False,0.0,0,0,235
TXN00004874,USR97275,MCH2554,5944.71,0.0,LOW,False,False,0.0,0,0,236
TXN00007864,USR44326,MCH1799,15685.19,0.0,LOW,False,False,0.0,0,0,75
TXN00009260,USR13511,MCH1993,3251.36,30.0,MEDIUM,False,True,1.0,0,0,172
TXN00013890,USR32631,MCH3066,17074.1,0.0,LOW,False,False,0.0,0,0,237
TXN00011597,USR62076,MCH9201,12879.35,0.0,LOW,False,False,0.0,0,0,238
TXN00006434,USR64536,MCH2268,,0.0,LOW,False,False,0.0,0,0,239
TXN00018899,USR45095,MCH8750,2852.91,0.0,LOW,False,False,0.0,0,0,240
TXN00014925,USR46409,MCH9839,12792.59,0.0,LOW,False,False,0.0,0,0,241
TXN00003304,USR58932,MCH3308,8035.84,45.0,HIGH,True,True,0.0,0,0,242
TXN00003650,USR54880,MCH9266,24988.95,5.0,LOW,False,False,0.0,0,0,243
TXN00010650,USR73237,MCH3005,16988.04,2.0,LOW,False,False,0.0,0,0,244
TXN00007685,USR23586,MCH8911,2350.5,0.0,LOW,False,False,0.0,0,0,245
TXN00005327,USR91922,MCH4707,2073.48,0.0,LOW,False,False,0.0,0,0,246
TXN00010504,USR98546,MCH1092,7957.06,0.0,LOW,False,False,0.0,0,0,247
TXN00010794,USR20726,MCH8708,3276.15,2.0,LOW,False,False,0.0,0,0,248
TXN00010924,USR56219,MCH8648,644.03,0.0,LOW,False,False,0.0,0,0,249
TXN00018115,USR70749,MCH8581,6204.95,0.0,LOW,False,False,0.0,0,0,250
TXN00019006,USR93368,MCH8903,11125.63,30.0,MEDIUM,False,True,0.0,0,1,251
TXN00011695,USR84958,MCH2260,6535.57,0.0,LOW,False,False,0.0,0,0,252
TXN00006906,USR28596,MCH5935,1318.16,0.0,LOW,False,False,0.0,0,0,253
TXN00015400,USR37425,MCH2956,17114.38,2.0,LOW,False,False,0.0,0,0,254
TXN00004457,USR76188,MCH9070,17304.34,0.0,LOW,False,False,0.0,0,0,255
TXN00009618,USR42016,MCH2046,23469.36,0.0,LOW,False,False,0.0,0,0,256
TXN00009599,USR62548,MCH6055,6055.23,5.0,LOW,False,False,0.0,0,0,257
TXN00007001,USR24491,MCH7297,,0.0,LOW,False,False,0.0,0,0,258
TXN00014107,USR56094,MCH1550,14073.62,0.0,LOW,False,False,0.0,0,0,259
TXN00005819,USR22254,MCH3086,23219.8,2.0,LOW,False,False,0.0,0,0,260
TXN00007424,USR68349,MCH5879,10400.21,0.0,LOW,False,False,0.0,0,0,261
TXN00016227,USR23596,MCH1190,3603.19,0.0,LOW,False,False,0.0,0,0,262
TXN00011908,USR39805,MCH6642,11952.15,0.0,LOW,False,False,0.0,0,0,263
TXN00001709,USR69850,MCH3635,15493.5,0.0,LOW,False,False,0.0,0,0,264
TXN00010389,USR31212,MCH7781,21709.42,15.0,LOW,False,True,0.0,0,0,35
TXN00007106,USR12487,MCH9253,1684.11,0.0,LOW,False,False,0.0,0,0,265
TXN00012714,USR46655,MCH1544,13765.26,0.0,LOW,False,False,0.0,0,0,266
TXN00014890,USR91727,MCH3150,,5.0,LOW,False,False,0.0,0,0,267
TXN00017784,USR36581,MCH7615,450.24,0.0,LOW,False,False,0.0,0,0,268
TXN00019903,USR93979,MCH2808,3270.25,0.0,LOW,False,False,0.0,0,0,269
TXN00000129,USR36112,MCH6617,183.73,0.0,LOW,False,False,0.0,0,0,270
TXN00003958,USR18831,MCH7655,10496.49,0.0,LOW,False,False,0.0,0,0,271
TXN00011250,USR13692,MCH2616,21306.83,0.0,LOW,False,False,0.0,0,0,272
TXN00008272,USR58732,MCH4024,,0.0,LOW,False,False,0.0,0,0,273
TXN00016287,USR52457,MCH7074,24819.75,3.0,LOW,False,False,0.0,0,0,274
TXN00000045,USR81314,MCH2213,6476.91,45.0,HIGH,True,True,0.0,0,0,275
TXN00011382,USR39156,MCH5231,18889.81,0.0,LOW,False,False,0.0,0,0,276
TXN00000242,USR84447,MCH4965,23848.68,3.0,LOW,False,False,0.0,0,0,277
TXN00005839,USR51116,MCH2083,,0.0,LOW,False,False,0.0,0,0,278
TXN00019401,USR55979,MCH8443,18104.67,0.0,LOW,False,False,0.0,0,0,279
TXN00012043,USR62453,MCH1894,,0.0,LOW,False,False,0.0,0,0,280
TXN00001026,USR68944,MCH5158,,15.0,LOW,False,True,0.0,0,0,35
TXN00003061,USR44818,MCH7570,7439.3,0.0,LOW,False,False,0.0,0,0,281
TXN00009385,USR58705,MCH5390,13376.47,0.0,LOW,False,False,0.0,0,0,282
TXN00014118,USR55129,MCH1157,1592.35,15.0,LOW,False,True,0.0,0,0,283
TXN00004502,USR10561,MCH4449,12847.56,20.0,MEDIUM,False,False,1.0,0,0,23
TXN00006535,USR47737,MCH2847,1894.55,0.0,LOW,False,False,0.0,0,0,284
TXN00007700,USR80366,MCH3635,6938.69,0.0,LOW,False,False,0.0,0,0,264
TXN00004369,USR17700,MCH5988,4092.54,0.0,LOW,False,False,0.0,0,0,285
TXN00000666,USR84620,MCH7376,,0.0,LOW,False,False,0.0,0,0,286
TXN00007529,USR61881,MCH5550,16015.68,0.0,LOW,False,False,0.0,0,0,287
